Issue.year,Issue.age,Sex,Smoker.Status,Channel
2019,44,F,S,Telemarketer
2019,44,F,S,Agent
2019,44,F,S,Online
2020,44,F,S,Telemarketer
2020,44,F,S,Agent
2020,44,F,S,Online
2021,44,F,S,Telemarketer
2021,44,F,S,Agent
2021,44,F,S,Online
2022,44,F,S,Telemarketer
2022,44,F,S,Agent
2022,44,F,S,Online
2023,44,F,S,Telemarketer
2023,44,F,S,Agent
2023,44,F,S,Online
2001,45,M,NS,Telemarketer
2001,45,M,NS,Agent
2001,45,M,NS,Online
2002,45,M,NS,Telemarketer
2002,45,M,NS,Agent
2002,45,M,NS,Online
2003,45,M,NS,Telemarketer
2003,45,M,NS,Agent
2003,45,M,NS,Online
2004,45,M,NS,Telemarketer
2004,45,M,NS,Agent
2004,45,M,NS,Online
2005,45,M,NS,Telemarketer
2005,45,M,NS,Agent
2005,45,M,NS,Online
2006,45,M,NS,Telemarketer
2006,45,M,NS,Agent
2006,45,M,NS,Online
2007,45,M,NS,Telemarketer
2007,45,M,NS,Agent
2007,45,M,NS,Online
2008,45,M,NS,Telemarketer
2008,45,M,NS,Agent
2008,45,M,NS,Online
2009,45,M,NS,Telemarketer
2009,45,M,NS,Agent
2009,45,M,NS,Online
2010,45,M,NS,Telemarketer
2010,45,M,NS,Agent
2010,45,M,NS,Online
2011,45,M,NS,Telemarketer
2011,45,M,NS,Agent
2011,45,M,NS,Online
2012,45,M,NS,Telemarketer
2012,45,M,NS,Agent
2012,45,M,NS,Online
2013,45,M,NS,Telemarketer
2013,45,M,NS,Agent
2013,45,M,NS,Online
2014,45,M,NS,Telemarketer
2014,45,M,NS,Agent
2014,45,M,NS,Online
2015,45,M,NS,Telemarketer
2015,45,M,NS,Agent
2015,45,M,NS,Online
2016,45,M,NS,Telemarketer
2016,45,M,NS,Agent
2016,45,M,NS,Online
2017,45,M,NS,Telemarketer
2017,45,M,NS,Agent
2017,45,M,NS,Online
2018,45,M,NS,Telemarketer
2018,45,M,NS,Agent
2018,45,M,NS,Online
2019,45,M,NS,Telemarketer
2019,45,M,NS,Agent
2019,45,M,NS,Online
2020,45,M,NS,Telemarketer
2020,45,M,NS,Agent
2020,45,M,NS,Online
2021,45,M,NS,Telemarketer
2021,45,M,NS,Agent
2021,45,M,NS,Online
2022,45,M,NS,Telemarketer
2022,45,M,NS,Agent
2022,45,M,NS,Online
2023,45,M,NS,Telemarketer
2023,45,M,NS,Agent
2023,45,M,NS,Online
2001,45,M,S,Telemarketer
2001,45,M,S,Agent
2001,45,M,S,Online
2002,45,M,S,Telemarketer
2002,45,M,S,Agent
2002,45,M,S,Online
2003,45,M,S,Telemarketer
2003,45,M,S,Agent
2003,45,M,S,Online
2004,45,M,S,Telemarketer
2004,45,M,S,Agent
2004,45,M,S,Online
2005,45,M,S,Telemarketer
2005,45,M,S,Agent
2005,45,M,S,Online
2006,45,M,S,Telemarketer
2006,45,M,S,Agent
2006,45,M,S,Online
2007,45,M,S,Telemarketer
2007,45,M,S,Agent
2007,45,M,S,Online
2008,45,M,S,Telemarketer
2008,45,M,S,Agent
2008,45,M,S,Online
2009,45,M,S,Telemarketer
2009,45,M,S,Agent
2009,45,M,S,Online
2010,45,M,S,Telemarketer
2010,45,M,S,Agent
2010,45,M,S,Online
2011,45,M,S,Telemarketer
2011,45,M,S,Agent
2011,45,M,S,Online
2012,45,M,S,Telemarketer
2012,45,M,S,Agent
2012,45,M,S,Online
2013,45,M,S,Telemarketer
2013,45,M,S,Agent
2013,45,M,S,Online
2014,45,M,S,Telemarketer
2014,45,M,S,Agent
2014,45,M,S,Online
2015,45,M,S,Telemarketer
2015,45,M,S,Agent
2015,45,M,S,Online
2016,45,M,S,Telemarketer
2016,45,M,S,Agent
2016,45,M,S,Online
2017,45,M,S,Telemarketer
2017,45,M,S,Agent
2017,45,M,S,Online
2018,45,M,S,Telemarketer
2018,45,M,S,Agent
2018,45,M,S,Online
2019,45,M,S,Telemarketer
2019,45,M,S,Agent
2019,45,M,S,Online
2020,45,M,S,Telemarketer
2020,45,M,S,Agent
2020,45,M,S,Online
2021,45,M,S,Telemarketer
2021,45,M,S,Agent
2021,45,M,S,Online
2022,45,M,S,Telemarketer
2022,45,M,S,Agent
2022,45,M,S,Online
2023,45,M,S,Telemarketer
2023,45,M,S,Agent
2023,45,M,S,Online
2001,45,F,NS,Telemarketer
2001,45,F,NS,Agent
2001,45,F,NS,Online
2002,45,F,NS,Telemarketer
2002,45,F,NS,Agent
2002,45,F,NS,Online
2003,45,F,NS,Telemarketer
2003,45,F,NS,Agent
2003,45,F,NS,Online
2004,45,F,NS,Telemarketer
2004,45,F,NS,Agent
2004,45,F,NS,Online
2005,45,F,NS,Telemarketer
2005,45,F,NS,Agent
2005,45,F,NS,Online
2006,45,F,NS,Telemarketer
2006,45,F,NS,Agent
2006,45,F,NS,Online
2007,45,F,NS,Telemarketer
2007,45,F,NS,Agent
2007,45,F,NS,Online
2008,45,F,NS,Telemarketer
2008,45,F,NS,Agent
2008,45,F,NS,Online
2009,45,F,NS,Telemarketer
2009,45,F,NS,Agent
2009,45,F,NS,Online
2010,45,F,NS,Telemarketer
2010,45,F,NS,Agent
2010,45,F,NS,Online
2011,45,F,NS,Telemarketer
2011,45,F,NS,Agent
2011,45,F,NS,Online
2012,45,F,NS,Telemarketer
2012,45,F,NS,Agent
2012,45,F,NS,Online
2013,45,F,NS,Telemarketer
2013,45,F,NS,Agent
2013,45,F,NS,Online
2014,45,F,NS,Telemarketer
2014,45,F,NS,Agent
2014,45,F,NS,Online
2015,45,F,NS,Telemarketer
2015,45,F,NS,Agent
2015,45,F,NS,Online
2016,45,F,NS,Telemarketer
2016,45,F,NS,Agent
2016,45,F,NS,Online
2017,45,F,NS,Telemarketer
2017,45,F,NS,Agent
2017,45,F,NS,Online
2018,45,F,NS,Telemarketer
2018,45,F,NS,Agent
2018,45,F,NS,Online
2019,45,F,NS,Telemarketer
2019,45,F,NS,Agent
2019,45,F,NS,Online
2020,45,F,NS,Telemarketer
2020,45,F,NS,Agent
2020,45,F,NS,Online
2021,45,F,NS,Telemarketer
2021,45,F,NS,Agent
2021,45,F,NS,Online
2022,45,F,NS,Telemarketer
2022,45,F,NS,Agent
2022,45,F,NS,Online
2023,45,F,NS,Telemarketer
2023,45,F,NS,Agent
2023,45,F,NS,Online
2001,45,F,S,Telemarketer
2001,45,F,S,Agent
2001,45,F,S,Online
2002,45,F,S,Telemarketer
2002,45,F,S,Agent
2002,45,F,S,Online
2003,45,F,S,Telemarketer
2003,45,F,S,Agent
2003,45,F,S,Online
2004,45,F,S,Telemarketer
2004,45,F,S,Agent
2004,45,F,S,Online
2005,45,F,S,Telemarketer
2005,45,F,S,Agent
2005,45,F,S,Online
2006,45,F,S,Telemarketer
2006,45,F,S,Agent
2006,45,F,S,Online
2007,45,F,S,Telemarketer
2007,45,F,S,Agent
2007,45,F,S,Online
2008,45,F,S,Telemarketer
2008,45,F,S,Agent
2008,45,F,S,Online
2009,45,F,S,Telemarketer
2009,45,F,S,Agent
2009,45,F,S,Online
2010,45,F,S,Telemarketer
2010,45,F,S,Agent
2010,45,F,S,Online
2011,45,F,S,Telemarketer
2011,45,F,S,Agent
2011,45,F,S,Online
2012,45,F,S,Telemarketer
2012,45,F,S,Agent
2012,45,F,S,Online
2013,45,F,S,Telemarketer
2013,45,F,S,Agent
2013,45,F,S,Online
2014,45,F,S,Telemarketer
2014,45,F,S,Agent
2014,45,F,S,Online
2015,45,F,S,Telemarketer
2015,45,F,S,Agent
2015,45,F,S,Online
2016,45,F,S,Telemarketer
2016,45,F,S,Agent
2016,45,F,S,Online
2017,45,F,S,Telemarketer
2017,45,F,S,Agent
2017,45,F,S,Online
2018,45,F,S,Telemarketer
2018,45,F,S,Agent
2018,45,F,S,Online
2019,45,F,S,Telemarketer
2019,45,F,S,Agent
2019,45,F,S,Online
2020,45,F,S,Telemarketer
2020,45,F,S,Agent
2020,45,F,S,Online
2021,45,F,S,Telemarketer
2021,45,F,S,Agent
2021,45,F,S,Online
2022,45,F,S,Telemarketer
2022,45,F,S,Agent
2022,45,F,S,Online
2023,45,F,S,Telemarketer
2023,45,F,S,Agent
2023,45,F,S,Online
2001,46,M,NS,Telemarketer
2001,46,M,NS,Agent
2001,46,M,NS,Online
2002,46,M,NS,Telemarketer
2002,46,M,NS,Agent
2002,46,M,NS,Online
2003,46,M,NS,Telemarketer
2003,46,M,NS,Agent
2003,46,M,NS,Online
2004,46,M,NS,Telemarketer
2004,46,M,NS,Agent
2004,46,M,NS,Online
2005,46,M,NS,Telemarketer
2005,46,M,NS,Agent
2005,46,M,NS,Online
2006,46,M,NS,Telemarketer
2006,46,M,NS,Agent
2006,46,M,NS,Online
2007,46,M,NS,Telemarketer
2007,46,M,NS,Agent
2007,46,M,NS,Online
2008,46,M,NS,Telemarketer
2008,46,M,NS,Agent
2008,46,M,NS,Online
2009,46,M,NS,Telemarketer
2009,46,M,NS,Agent
2009,46,M,NS,Online
2010,46,M,NS,Telemarketer
2010,46,M,NS,Agent
2010,46,M,NS,Online
2011,46,M,NS,Telemarketer
2011,46,M,NS,Agent
2011,46,M,NS,Online
2012,46,M,NS,Telemarketer
2012,46,M,NS,Agent
2012,46,M,NS,Online
2013,46,M,NS,Telemarketer
2013,46,M,NS,Agent
2013,46,M,NS,Online
2014,46,M,NS,Telemarketer
2014,46,M,NS,Agent
2014,46,M,NS,Online
2015,46,M,NS,Telemarketer
2015,46,M,NS,Agent
2015,46,M,NS,Online
2016,46,M,NS,Telemarketer
2016,46,M,NS,Agent
2016,46,M,NS,Online
2017,46,M,NS,Telemarketer
2017,46,M,NS,Agent
2017,46,M,NS,Online
2018,46,M,NS,Telemarketer
2018,46,M,NS,Agent
2018,46,M,NS,Online
2019,46,M,NS,Telemarketer
2019,46,M,NS,Agent
2019,46,M,NS,Online
2020,46,M,NS,Telemarketer
2020,46,M,NS,Agent
2020,46,M,NS,Online
2021,46,M,NS,Telemarketer
2021,46,M,NS,Agent
2021,46,M,NS,Online
2022,46,M,NS,Telemarketer
2022,46,M,NS,Agent
2022,46,M,NS,Online
2023,46,M,NS,Telemarketer
2023,46,M,NS,Agent
2023,46,M,NS,Online
2001,46,M,S,Telemarketer
2001,46,M,S,Agent
2001,46,M,S,Online
2002,46,M,S,Telemarketer
2002,46,M,S,Agent
2002,46,M,S,Online
2003,46,M,S,Telemarketer
2003,46,M,S,Agent
2003,46,M,S,Online
2004,46,M,S,Telemarketer
2004,46,M,S,Agent
2004,46,M,S,Online
2005,46,M,S,Telemarketer
2005,46,M,S,Agent
2005,46,M,S,Online
2006,46,M,S,Telemarketer
2006,46,M,S,Agent
2006,46,M,S,Online
2007,46,M,S,Telemarketer
2007,46,M,S,Agent
2007,46,M,S,Online
2008,46,M,S,Telemarketer
2008,46,M,S,Agent
2008,46,M,S,Online
2009,46,M,S,Telemarketer
2009,46,M,S,Agent
2009,46,M,S,Online
2010,46,M,S,Telemarketer
2010,46,M,S,Agent
2010,46,M,S,Online
2011,46,M,S,Telemarketer
2011,46,M,S,Agent
2011,46,M,S,Online
2012,46,M,S,Telemarketer
2012,46,M,S,Agent
2012,46,M,S,Online
2013,46,M,S,Telemarketer
2013,46,M,S,Agent
2013,46,M,S,Online
2014,46,M,S,Telemarketer
2014,46,M,S,Agent
2014,46,M,S,Online
2015,46,M,S,Telemarketer
2015,46,M,S,Agent
2015,46,M,S,Online
2016,46,M,S,Telemarketer
2016,46,M,S,Agent
2016,46,M,S,Online
2017,46,M,S,Telemarketer
2017,46,M,S,Agent
2017,46,M,S,Online
2018,46,M,S,Telemarketer
2018,46,M,S,Agent
2018,46,M,S,Online
2019,46,M,S,Telemarketer
2019,46,M,S,Agent
2019,46,M,S,Online
2020,46,M,S,Telemarketer
2020,46,M,S,Agent
2020,46,M,S,Online
2021,46,M,S,Telemarketer
2021,46,M,S,Agent
2021,46,M,S,Online
2022,46,M,S,Telemarketer
2022,46,M,S,Agent
2022,46,M,S,Online
2023,46,M,S,Telemarketer
2023,46,M,S,Agent
2023,46,M,S,Online
2001,46,F,NS,Telemarketer
2001,46,F,NS,Agent
2001,46,F,NS,Online
2002,46,F,NS,Telemarketer
2002,46,F,NS,Agent
2002,46,F,NS,Online
2003,46,F,NS,Telemarketer
2003,46,F,NS,Agent
2003,46,F,NS,Online
2004,46,F,NS,Telemarketer
2004,46,F,NS,Agent
2004,46,F,NS,Online
2005,46,F,NS,Telemarketer
2005,46,F,NS,Agent
2005,46,F,NS,Online
2006,46,F,NS,Telemarketer
2006,46,F,NS,Agent
2006,46,F,NS,Online
2007,46,F,NS,Telemarketer
2007,46,F,NS,Agent
2007,46,F,NS,Online
2008,46,F,NS,Telemarketer
2008,46,F,NS,Agent
2008,46,F,NS,Online
2009,46,F,NS,Telemarketer
2009,46,F,NS,Agent
2009,46,F,NS,Online
2010,46,F,NS,Telemarketer
2010,46,F,NS,Agent
2010,46,F,NS,Online
2011,46,F,NS,Telemarketer
2011,46,F,NS,Agent
2011,46,F,NS,Online
2012,46,F,NS,Telemarketer
2012,46,F,NS,Agent
2012,46,F,NS,Online
2013,46,F,NS,Telemarketer
2013,46,F,NS,Agent
2013,46,F,NS,Online
2014,46,F,NS,Telemarketer
2014,46,F,NS,Agent
2014,46,F,NS,Online
2015,46,F,NS,Telemarketer
2015,46,F,NS,Agent
2015,46,F,NS,Online
2016,46,F,NS,Telemarketer
2016,46,F,NS,Agent
2016,46,F,NS,Online
2017,46,F,NS,Telemarketer
2017,46,F,NS,Agent
2017,46,F,NS,Online
2018,46,F,NS,Telemarketer
2018,46,F,NS,Agent
2018,46,F,NS,Online
2019,46,F,NS,Telemarketer
2019,46,F,NS,Agent
2019,46,F,NS,Online
2020,46,F,NS,Telemarketer
2020,46,F,NS,Agent
2020,46,F,NS,Online
2021,46,F,NS,Telemarketer
2021,46,F,NS,Agent
2021,46,F,NS,Online
2022,46,F,NS,Telemarketer
2022,46,F,NS,Agent
2022,46,F,NS,Online
2023,46,F,NS,Telemarketer
2023,46,F,NS,Agent
2023,46,F,NS,Online
2001,46,F,S,Telemarketer
2001,46,F,S,Agent
2001,46,F,S,Online
2002,46,F,S,Telemarketer
2002,46,F,S,Agent
2002,46,F,S,Online
2003,46,F,S,Telemarketer
2003,46,F,S,Agent
2003,46,F,S,Online
2004,46,F,S,Telemarketer
2004,46,F,S,Agent
2004,46,F,S,Online
2005,46,F,S,Telemarketer
2005,46,F,S,Agent
2005,46,F,S,Online
2006,46,F,S,Telemarketer
2006,46,F,S,Agent
2006,46,F,S,Online
2007,46,F,S,Telemarketer
2007,46,F,S,Agent
2007,46,F,S,Online
2008,46,F,S,Telemarketer
2008,46,F,S,Agent
2008,46,F,S,Online
2009,46,F,S,Telemarketer
2009,46,F,S,Agent
2009,46,F,S,Online
2010,46,F,S,Telemarketer
2010,46,F,S,Agent
2010,46,F,S,Online
2011,46,F,S,Telemarketer
2011,46,F,S,Agent
2011,46,F,S,Online
2012,46,F,S,Telemarketer
2012,46,F,S,Agent
2012,46,F,S,Online
2013,46,F,S,Telemarketer
2013,46,F,S,Agent
2013,46,F,S,Online
2014,46,F,S,Telemarketer
2014,46,F,S,Agent
2014,46,F,S,Online
2015,46,F,S,Telemarketer
2015,46,F,S,Agent
2015,46,F,S,Online
2016,46,F,S,Telemarketer
2016,46,F,S,Agent
2016,46,F,S,Online
2017,46,F,S,Telemarketer
2017,46,F,S,Agent
2017,46,F,S,Online
2018,46,F,S,Telemarketer
2018,46,F,S,Agent
2018,46,F,S,Online
2019,46,F,S,Telemarketer
2019,46,F,S,Agent
2019,46,F,S,Online
2020,46,F,S,Telemarketer
2020,46,F,S,Agent
2020,46,F,S,Online
2021,46,F,S,Telemarketer
2021,46,F,S,Agent
2021,46,F,S,Online
2022,46,F,S,Telemarketer
2022,46,F,S,Agent
2022,46,F,S,Online
2023,46,F,S,Telemarketer
2023,46,F,S,Agent
2023,46,F,S,Online
2001,47,M,NS,Telemarketer
2001,47,M,NS,Agent
2001,47,M,NS,Online
2002,47,M,NS,Telemarketer
2002,47,M,NS,Agent
2002,47,M,NS,Online
2003,47,M,NS,Telemarketer
2003,47,M,NS,Agent
2003,47,M,NS,Online
2004,47,M,NS,Telemarketer
2004,47,M,NS,Agent
2004,47,M,NS,Online
2005,47,M,NS,Telemarketer
2005,47,M,NS,Agent
2005,47,M,NS,Online
2006,47,M,NS,Telemarketer
2006,47,M,NS,Agent
2006,47,M,NS,Online
2007,47,M,NS,Telemarketer
2007,47,M,NS,Agent
2007,47,M,NS,Online
2008,47,M,NS,Telemarketer
2008,47,M,NS,Agent
2008,47,M,NS,Online
2009,47,M,NS,Telemarketer
2009,47,M,NS,Agent
2009,47,M,NS,Online
2010,47,M,NS,Telemarketer
2010,47,M,NS,Agent
2010,47,M,NS,Online
2011,47,M,NS,Telemarketer
2011,47,M,NS,Agent
2011,47,M,NS,Online
2012,47,M,NS,Telemarketer
2012,47,M,NS,Agent
2012,47,M,NS,Online
2013,47,M,NS,Telemarketer
2013,47,M,NS,Agent
2013,47,M,NS,Online
2014,47,M,NS,Telemarketer
2014,47,M,NS,Agent
2014,47,M,NS,Online
2015,47,M,NS,Telemarketer
2015,47,M,NS,Agent
2015,47,M,NS,Online
2016,47,M,NS,Telemarketer
2016,47,M,NS,Agent
2016,47,M,NS,Online
2017,47,M,NS,Telemarketer
2017,47,M,NS,Agent
2017,47,M,NS,Online
2018,47,M,NS,Telemarketer
2018,47,M,NS,Agent
2018,47,M,NS,Online
2019,47,M,NS,Telemarketer
2019,47,M,NS,Agent
2019,47,M,NS,Online
2020,47,M,NS,Telemarketer
2020,47,M,NS,Agent
2020,47,M,NS,Online
2021,47,M,NS,Telemarketer
2021,47,M,NS,Agent
2021,47,M,NS,Online
2022,47,M,NS,Telemarketer
2022,47,M,NS,Agent
2022,47,M,NS,Online
2023,47,M,NS,Telemarketer
2023,47,M,NS,Agent
2023,47,M,NS,Online
2001,47,M,S,Telemarketer
2001,47,M,S,Agent
2001,47,M,S,Online
2002,47,M,S,Telemarketer
2002,47,M,S,Agent
2002,47,M,S,Online
2003,47,M,S,Telemarketer
2003,47,M,S,Agent
2003,47,M,S,Online
2004,47,M,S,Telemarketer
2004,47,M,S,Agent
2004,47,M,S,Online
2005,47,M,S,Telemarketer
2005,47,M,S,Agent
2005,47,M,S,Online
2006,47,M,S,Telemarketer
2006,47,M,S,Agent
2006,47,M,S,Online
2007,47,M,S,Telemarketer
2007,47,M,S,Agent
2007,47,M,S,Online
2008,47,M,S,Telemarketer
2008,47,M,S,Agent
2008,47,M,S,Online
2009,47,M,S,Telemarketer
2009,47,M,S,Agent
2009,47,M,S,Online
2010,47,M,S,Telemarketer
2010,47,M,S,Agent
2010,47,M,S,Online
2011,47,M,S,Telemarketer
2011,47,M,S,Agent
2011,47,M,S,Online
2012,47,M,S,Telemarketer
2012,47,M,S,Agent
2012,47,M,S,Online
2013,47,M,S,Telemarketer
2013,47,M,S,Agent
2013,47,M,S,Online
2014,47,M,S,Telemarketer
2014,47,M,S,Agent
2014,47,M,S,Online
2015,47,M,S,Telemarketer
2015,47,M,S,Agent
2015,47,M,S,Online
2016,47,M,S,Telemarketer
2016,47,M,S,Agent
2016,47,M,S,Online
2017,47,M,S,Telemarketer
2017,47,M,S,Agent
2017,47,M,S,Online
2018,47,M,S,Telemarketer
2018,47,M,S,Agent
2018,47,M,S,Online
2019,47,M,S,Telemarketer
2019,47,M,S,Agent
2019,47,M,S,Online
2020,47,M,S,Telemarketer
2020,47,M,S,Agent
2020,47,M,S,Online
2021,47,M,S,Telemarketer
2021,47,M,S,Agent
2021,47,M,S,Online
2022,47,M,S,Telemarketer
2022,47,M,S,Agent
2022,47,M,S,Online
2023,47,M,S,Telemarketer
2023,47,M,S,Agent
2023,47,M,S,Online
2001,47,F,NS,Telemarketer
2001,47,F,NS,Agent
2001,47,F,NS,Online
2002,47,F,NS,Telemarketer
2002,47,F,NS,Agent
2002,47,F,NS,Online
2003,47,F,NS,Telemarketer
2003,47,F,NS,Agent
2003,47,F,NS,Online
2004,47,F,NS,Telemarketer
2004,47,F,NS,Agent
2004,47,F,NS,Online
2005,47,F,NS,Telemarketer
2005,47,F,NS,Agent
2005,47,F,NS,Online
2006,47,F,NS,Telemarketer
2006,47,F,NS,Agent
2006,47,F,NS,Online
2007,47,F,NS,Telemarketer
2007,47,F,NS,Agent
2007,47,F,NS,Online
2008,47,F,NS,Telemarketer
2008,47,F,NS,Agent
2008,47,F,NS,Online
2009,47,F,NS,Telemarketer
2009,47,F,NS,Agent
2009,47,F,NS,Online
2010,47,F,NS,Telemarketer
2010,47,F,NS,Agent
2010,47,F,NS,Online
2011,47,F,NS,Telemarketer
2011,47,F,NS,Agent
2011,47,F,NS,Online
2012,47,F,NS,Telemarketer
2012,47,F,NS,Agent
2012,47,F,NS,Online
2013,47,F,NS,Telemarketer
2013,47,F,NS,Agent
2013,47,F,NS,Online
2014,47,F,NS,Telemarketer
2014,47,F,NS,Agent
2014,47,F,NS,Online
2015,47,F,NS,Telemarketer
2015,47,F,NS,Agent
2015,47,F,NS,Online
2016,47,F,NS,Telemarketer
2016,47,F,NS,Agent
2016,47,F,NS,Online
2017,47,F,NS,Telemarketer
2017,47,F,NS,Agent
2017,47,F,NS,Online
2018,47,F,NS,Telemarketer
2018,47,F,NS,Agent
2018,47,F,NS,Online
2019,47,F,NS,Telemarketer
2019,47,F,NS,Agent
2019,47,F,NS,Online
2020,47,F,NS,Telemarketer
2020,47,F,NS,Agent
2020,47,F,NS,Online
2021,47,F,NS,Telemarketer
2021,47,F,NS,Agent
2021,47,F,NS,Online
2022,47,F,NS,Telemarketer
2022,47,F,NS,Agent
2022,47,F,NS,Online
2023,47,F,NS,Telemarketer
2023,47,F,NS,Agent
2023,47,F,NS,Online
2001,47,F,S,Telemarketer
2001,47,F,S,Agent
2001,47,F,S,Online
2002,47,F,S,Telemarketer
2002,47,F,S,Agent
2002,47,F,S,Online
2003,47,F,S,Telemarketer
2003,47,F,S,Agent
2003,47,F,S,Online
2004,47,F,S,Telemarketer
2004,47,F,S,Agent
2004,47,F,S,Online
2005,47,F,S,Telemarketer
2005,47,F,S,Agent
2005,47,F,S,Online
2006,47,F,S,Telemarketer
2006,47,F,S,Agent
2006,47,F,S,Online
2007,47,F,S,Telemarketer
2007,47,F,S,Agent
2007,47,F,S,Online
2008,47,F,S,Telemarketer
2008,47,F,S,Agent
2008,47,F,S,Online
2009,47,F,S,Telemarketer
2009,47,F,S,Agent
2009,47,F,S,Online
2010,47,F,S,Telemarketer
2010,47,F,S,Agent
2010,47,F,S,Online
2011,47,F,S,Telemarketer
2011,47,F,S,Agent
2011,47,F,S,Online
2012,47,F,S,Telemarketer
2012,47,F,S,Agent
2012,47,F,S,Online
2013,47,F,S,Telemarketer
2013,47,F,S,Agent
2013,47,F,S,Online
2014,47,F,S,Telemarketer
2014,47,F,S,Agent
2014,47,F,S,Online
2015,47,F,S,Telemarketer
2015,47,F,S,Agent
2015,47,F,S,Online
2016,47,F,S,Telemarketer
2016,47,F,S,Agent
2016,47,F,S,Online
2017,47,F,S,Telemarketer
2017,47,F,S,Agent
2017,47,F,S,Online
2018,47,F,S,Telemarketer
2018,47,F,S,Agent
2018,47,F,S,Online
2019,47,F,S,Telemarketer
2019,47,F,S,Agent
2019,47,F,S,Online
2020,47,F,S,Telemarketer
2020,47,F,S,Agent
2020,47,F,S,Online
2021,47,F,S,Telemarketer
2021,47,F,S,Agent
2021,47,F,S,Online
2022,47,F,S,Telemarketer
2022,47,F,S,Agent
2022,47,F,S,Online
2023,47,F,S,Telemarketer
2023,47,F,S,Agent
2023,47,F,S,Online
2001,48,M,NS,Telemarketer
2001,48,M,NS,Agent
2001,48,M,NS,Online
2002,48,M,NS,Telemarketer
2002,48,M,NS,Agent
2002,48,M,NS,Online
2003,48,M,NS,Telemarketer
2003,48,M,NS,Agent
2003,48,M,NS,Online
2004,48,M,NS,Telemarketer
2004,48,M,NS,Agent
2004,48,M,NS,Online
2005,48,M,NS,Telemarketer
2005,48,M,NS,Agent
2005,48,M,NS,Online
2006,48,M,NS,Telemarketer
2006,48,M,NS,Agent
2006,48,M,NS,Online
2007,48,M,NS,Telemarketer
2007,48,M,NS,Agent
2007,48,M,NS,Online
2008,48,M,NS,Telemarketer
2008,48,M,NS,Agent
2008,48,M,NS,Online
2009,48,M,NS,Telemarketer
2009,48,M,NS,Agent
2009,48,M,NS,Online
2010,48,M,NS,Telemarketer
2010,48,M,NS,Agent
2010,48,M,NS,Online
2011,48,M,NS,Telemarketer
2011,48,M,NS,Agent
2011,48,M,NS,Online
2012,48,M,NS,Telemarketer
2012,48,M,NS,Agent
2012,48,M,NS,Online
2013,48,M,NS,Telemarketer
2013,48,M,NS,Agent
2013,48,M,NS,Online
2014,48,M,NS,Telemarketer
2014,48,M,NS,Agent
2014,48,M,NS,Online
2015,48,M,NS,Telemarketer
2015,48,M,NS,Agent
2015,48,M,NS,Online
2016,48,M,NS,Telemarketer
2016,48,M,NS,Agent
2016,48,M,NS,Online
2017,48,M,NS,Telemarketer
2017,48,M,NS,Agent
2017,48,M,NS,Online
2018,48,M,NS,Telemarketer
2018,48,M,NS,Agent
2018,48,M,NS,Online
2019,48,M,NS,Telemarketer
2019,48,M,NS,Agent
2019,48,M,NS,Online
2020,48,M,NS,Telemarketer
2020,48,M,NS,Agent
2020,48,M,NS,Online
2021,48,M,NS,Telemarketer
2021,48,M,NS,Agent
2021,48,M,NS,Online
2022,48,M,NS,Telemarketer
2022,48,M,NS,Agent
2022,48,M,NS,Online
2023,48,M,NS,Telemarketer
2023,48,M,NS,Agent
2023,48,M,NS,Online
2001,48,M,S,Telemarketer
2001,48,M,S,Agent
2001,48,M,S,Online
2002,48,M,S,Telemarketer
2002,48,M,S,Agent
2002,48,M,S,Online
2003,48,M,S,Telemarketer
2003,48,M,S,Agent
2003,48,M,S,Online
2004,48,M,S,Telemarketer
2004,48,M,S,Agent
2004,48,M,S,Online
2005,48,M,S,Telemarketer
2005,48,M,S,Agent
2005,48,M,S,Online
2006,48,M,S,Telemarketer
2006,48,M,S,Agent
2006,48,M,S,Online
2007,48,M,S,Telemarketer
2007,48,M,S,Agent
2007,48,M,S,Online
2008,48,M,S,Telemarketer
2008,48,M,S,Agent
2008,48,M,S,Online
2009,48,M,S,Telemarketer
2009,48,M,S,Agent
2009,48,M,S,Online
2010,48,M,S,Telemarketer
2010,48,M,S,Agent
2010,48,M,S,Online
2011,48,M,S,Telemarketer
2011,48,M,S,Agent
2011,48,M,S,Online
2012,48,M,S,Telemarketer
2012,48,M,S,Agent
2012,48,M,S,Online
2013,48,M,S,Telemarketer
2013,48,M,S,Agent
2013,48,M,S,Online
2014,48,M,S,Telemarketer
2014,48,M,S,Agent
2014,48,M,S,Online
2015,48,M,S,Telemarketer
2015,48,M,S,Agent
2015,48,M,S,Online
2016,48,M,S,Telemarketer
2016,48,M,S,Agent
2016,48,M,S,Online
2017,48,M,S,Telemarketer
2017,48,M,S,Agent
2017,48,M,S,Online
2018,48,M,S,Telemarketer
2018,48,M,S,Agent
2018,48,M,S,Online
2019,48,M,S,Telemarketer
2019,48,M,S,Agent
2019,48,M,S,Online
2020,48,M,S,Telemarketer
2020,48,M,S,Agent
2020,48,M,S,Online
2021,48,M,S,Telemarketer
2021,48,M,S,Agent
2021,48,M,S,Online
2022,48,M,S,Telemarketer
2022,48,M,S,Agent
2022,48,M,S,Online
2023,48,M,S,Telemarketer
2023,48,M,S,Agent
2023,48,M,S,Online
2001,48,F,NS,Telemarketer
2001,48,F,NS,Agent
2001,48,F,NS,Online
2002,48,F,NS,Telemarketer
2002,48,F,NS,Agent
