Model Point Number,Policy.type,Issue.year,Issue.age,Sex,Face.amount,Smoker.Status,Underwriting.Class,Distribution.Channel
426,SPWL,2024,57,F,100000,NS,low risk,Agent
427,SPWL,2024,58,F,100000,NS,low risk,Agent
428,SPWL,2024,59,F,100000,NS,low risk,Agent
429,SPWL,2024,60,F,100000,NS,low risk,Agent
430,SPWL,2024,61,F,100000,NS,low risk,Agent
431,SPWL,2024,62,F,100000,NS,low risk,Agent
432,SPWL,2024,63,F,100000,NS,low risk,Agent
433,SPWL,2024,64,F,100000,NS,low risk,Agent
434,SPWL,2024,65,F,100000,NS,low risk,Agent
435,SPWL,2024,35,F,100000,NS,low risk,Agent
436,SPWL,2024,36,F,100000,NS,low risk,Agent
437,SPWL,2024,37,F,100000,NS,low risk,Agent
438,SPWL,2024,38,F,100000,NS,low risk,Agent
439,SPWL,2024,39,F,100000,NS,low risk,Agent
440,SPWL,2024,40,F,100000,NS,low risk,Agent
441,SPWL,2024,41,F,100000,NS,low risk,Agent
442,SPWL,2024,42,F,100000,NS,low risk,Agent
443,SPWL,2024,43,F,100000,NS,low risk,Agent
444,SPWL,2024,44,F,100000,NS,low risk,Agent
445,SPWL,2024,45,F,100000,NS,low risk,Agent
446,SPWL,2024,46,F,100000,NS,low risk,Agent
447,SPWL,2024,47,F,100000,NS,low risk,Agent
448,SPWL,2024,48,F,100000,NS,low risk,Agent
449,SPWL,2024,49,F,100000,NS,low risk,Agent
450,SPWL,2024,50,F,100000,NS,low risk,Agent
451,SPWL,2024,51,F,100000,NS,low risk,Agent
452,SPWL,2024,52,F,100000,NS,low risk,Agent
453,SPWL,2024,53,F,100000,NS,low risk,Agent
454,SPWL,2024,54,F,100000,NS,low risk,Agent
455,SPWL,2024,55,F,100000,NS,low risk,Agent
456,SPWL,2024,56,F,100000,NS,low risk,Agent
457,SPWL,2024,57,F,100000,NS,low risk,Agent
458,SPWL,2024,58,F,100000,NS,low risk,Agent
459,SPWL,2024,59,F,100000,NS,low risk,Agent
460,SPWL,2024,60,F,100000,NS,low risk,Agent
461,SPWL,2024,61,F,100000,NS,low risk,Agent
462,SPWL,2024,62,F,100000,NS,low risk,Agent
463,SPWL,2024,63,F,100000,NS,low risk,Agent
464,SPWL,2024,64,F,100000,NS,low risk,Agent
465,SPWL,2024,65,F,100000,NS,low risk,Agent
466,SPWL,2024,35,F,100000,NS,low risk,Agent
467,SPWL,2024,36,F,100000,NS,low risk,Agent
468,SPWL,2024,37,F,100000,NS,low risk,Agent
469,SPWL,2024,38,F,100000,NS,low risk,Agent
470,SPWL,2024,39,F,100000,NS,low risk,Agent
471,SPWL,2024,40,F,100000,NS,low risk,Agent
472,SPWL,2024,41,F,100000,NS,low risk,Agent
473,SPWL,2024,42,F,100000,NS,low risk,Agent
474,SPWL,2024,43,F,100000,NS,low risk,Agent
475,SPWL,2024,44,F,100000,NS,low risk,Agent
476,SPWL,2024,45,F,100000,NS,low risk,Agent
477,SPWL,2024,46,F,100000,NS,low risk,Agent
478,SPWL,2024,47,F,100000,NS,low risk,Agent
479,SPWL,2024,48,F,100000,NS,low risk,Agent
480,SPWL,2024,49,F,100000,NS,low risk,Agent
481,SPWL,2024,50,F,100000,NS,low risk,Agent
482,SPWL,2024,51,F,100000,NS,low risk,Agent
483,SPWL,2024,52,F,100000,NS,low risk,Agent
484,SPWL,2024,53,F,100000,NS,low risk,Agent
485,SPWL,2024,54,F,100000,NS,low risk,Agent
486,SPWL,2024,55,F,100000,NS,low risk,Agent
487,SPWL,2024,56,F,100000,NS,low risk,Agent
488,SPWL,2024,57,F,100000,NS,low risk,Agent
489,SPWL,2024,58,F,100000,NS,low risk,Agent
490,SPWL,2024,59,F,100000,NS,low risk,Agent
491,SPWL,2024,60,F,100000,NS,low risk,Agent
492,SPWL,2024,61,F,100000,NS,low risk,Agent
493,SPWL,2024,62,F,100000,NS,low risk,Agent
494,SPWL,2024,63,F,100000,NS,low risk,Agent
495,SPWL,2024,64,F,100000,NS,low risk,Agent
496,SPWL,2024,65,F,100000,NS,low risk,Agent
497,SPWL,2024,35,F,100000,NS,low risk,Agent
498,SPWL,2024,36,F,100000,NS,low risk,Agent
499,SPWL,2024,37,F,100000,NS,low risk,Agent
500,SPWL,2024,38,F,100000,NS,low risk,Agent
501,SPWL,2024,39,F,100000,NS,low risk,Agent
502,SPWL,2024,40,F,100000,NS,low risk,Agent
503,SPWL,2024,41,F,100000,NS,low risk,Agent
504,SPWL,2024,42,F,100000,NS,low risk,Agent
505,SPWL,2024,43,F,100000,NS,low risk,Agent
506,SPWL,2024,44,F,100000,NS,low risk,Agent
507,SPWL,2024,45,F,100000,NS,low risk,Agent
508,SPWL,2024,46,F,100000,NS,low risk,Agent
509,SPWL,2024,47,F,100000,NS,low risk,Agent
510,SPWL,2024,48,F,100000,NS,low risk,Agent
511,SPWL,2024,49,F,100000,NS,low risk,Agent
512,SPWL,2024,50,F,100000,NS,low risk,Agent
513,SPWL,2024,51,F,100000,NS,low risk,Agent
514,SPWL,2024,52,F,100000,NS,low risk,Agent
515,SPWL,2024,53,F,100000,NS,low risk,Agent
516,SPWL,2024,54,F,100000,NS,low risk,Agent
517,SPWL,2024,55,F,100000,NS,low risk,Agent
518,SPWL,2024,56,F,100000,NS,low risk,Agent
519,SPWL,2024,57,F,100000,NS,low risk,Agent
520,SPWL,2024,58,F,100000,NS,low risk,Agent
521,SPWL,2024,59,F,100000,NS,low risk,Agent
522,SPWL,2024,60,F,100000,NS,low risk,Agent
523,SPWL,2024,61,F,100000,NS,low risk,Agent
524,SPWL,2024,62,F,100000,NS,low risk,Agent
525,SPWL,2024,63,F,100000,NS,low risk,Agent
526,SPWL,2024,64,F,100000,NS,low risk,Agent
527,SPWL,2024,65,F,100000,NS,low risk,Agent
528,SPWL,2024,35,F,100000,NS,low risk,Agent
529,SPWL,2024,36,F,100000,NS,low risk,Agent
530,SPWL,2024,37,F,100000,NS,low risk,Agent
531,SPWL,2024,38,F,100000,NS,low risk,Agent
532,SPWL,2024,39,F,100000,NS,low risk,Agent
533,SPWL,2024,40,F,100000,NS,low risk,Agent
534,SPWL,2024,41,F,100000,NS,low risk,Agent
535,SPWL,2024,42,F,100000,NS,low risk,Agent
536,SPWL,2024,43,F,100000,NS,low risk,Agent
537,SPWL,2024,44,F,100000,NS,low risk,Agent
538,SPWL,2024,45,F,100000,NS,low risk,Agent
539,SPWL,2024,46,F,100000,NS,low risk,Agent
540,SPWL,2024,47,F,100000,NS,low risk,Agent
541,SPWL,2024,48,F,100000,NS,low risk,Agent
542,SPWL,2024,49,F,100000,NS,low risk,Agent
543,SPWL,2024,50,F,100000,NS,low risk,Agent
544,SPWL,2024,51,F,100000,NS,low risk,Agent
545,SPWL,2024,52,F,100000,NS,low risk,Agent
546,SPWL,2024,53,F,100000,NS,low risk,Agent
547,SPWL,2024,54,F,100000,NS,low risk,Agent
548,SPWL,2024,55,F,100000,NS,low risk,Agent
549,SPWL,2024,56,F,100000,NS,low risk,Agent
550,SPWL,2024,57,F,100000,NS,low risk,Agent
551,SPWL,2024,58,F,100000,NS,low risk,Agent
552,SPWL,2024,59,F,100000,NS,low risk,Agent
553,SPWL,2024,60,F,100000,NS,low risk,Agent
554,SPWL,2024,61,F,100000,NS,low risk,Agent
555,SPWL,2024,62,F,100000,NS,low risk,Agent
556,SPWL,2024,63,F,100000,NS,low risk,Agent
557,SPWL,2024,64,F,100000,NS,low risk,Agent
558,SPWL,2024,65,F,100000,NS,low risk,Agent
559,SPWL,2024,35,F,100000,NS,low risk,Agent
560,SPWL,2024,36,F,100000,NS,low risk,Agent
561,SPWL,2024,37,F,100000,NS,low risk,Agent
562,SPWL,2024,38,F,100000,NS,low risk,Agent
563,SPWL,2024,39,F,100000,NS,low risk,Agent
564,SPWL,2024,40,F,100000,NS,low risk,Agent
565,SPWL,2024,41,F,100000,NS,low risk,Agent
566,SPWL,2024,42,F,100000,NS,low risk,Agent
567,SPWL,2024,43,F,100000,NS,low risk,Agent
568,SPWL,2024,44,F,100000,NS,low risk,Agent
569,SPWL,2024,45,F,100000,NS,low risk,Agent
570,SPWL,2024,46,F,100000,NS,low risk,Agent
571,SPWL,2024,47,F,100000,NS,low risk,Agent
572,SPWL,2024,48,F,100000,NS,low risk,Agent
573,SPWL,2024,49,F,100000,NS,low risk,Agent
574,SPWL,2024,50,F,100000,NS,low risk,Agent
575,SPWL,2024,51,F,100000,NS,low risk,Agent
576,SPWL,2024,52,F,100000,NS,low risk,Agent
577,SPWL,2024,53,F,100000,NS,low risk,Agent
578,SPWL,2024,54,F,100000,NS,low risk,Agent
579,SPWL,2024,55,F,100000,NS,low risk,Agent
580,SPWL,2024,56,F,100000,NS,low risk,Agent
581,SPWL,2024,57,F,100000,NS,low risk,Agent
582,SPWL,2024,58,F,100000,NS,low risk,Agent
583,SPWL,2024,59,F,100000,NS,low risk,Agent
584,SPWL,2024,60,F,100000,NS,low risk,Agent
585,SPWL,2024,61,F,100000,NS,low risk,Agent
586,SPWL,2024,62,F,100000,NS,low risk,Agent
587,SPWL,2024,63,F,100000,NS,low risk,Agent
588,SPWL,2024,64,F,100000,NS,low risk,Agent
589,SPWL,2024,65,F,100000,NS,low risk,Agent
590,SPWL,2024,35,F,100000,NS,low risk,Agent
591,SPWL,2024,36,F,100000,NS,low risk,Agent
592,SPWL,2024,37,F,100000,NS,low risk,Agent
593,SPWL,2024,38,F,100000,NS,low risk,Agent
594,SPWL,2024,39,F,100000,NS,low risk,Agent
595,SPWL,2024,40,F,100000,NS,low risk,Agent
596,SPWL,2024,41,F,100000,NS,low risk,Agent
597,SPWL,2024,42,F,100000,NS,low risk,Agent
598,SPWL,2024,43,F,100000,NS,low risk,Agent
599,SPWL,2024,44,F,100000,NS,low risk,Agent
600,SPWL,2024,45,F,100000,NS,low risk,Agent
601,SPWL,2024,46,F,100000,NS,low risk,Agent
602,SPWL,2024,47,F,100000,NS,low risk,Agent
603,SPWL,2024,48,F,100000,NS,low risk,Agent
604,SPWL,2024,49,F,100000,NS,low risk,Agent
605,SPWL,2024,50,F,100000,NS,low risk,Agent
606,SPWL,2024,51,F,100000,NS,low risk,Agent
607,SPWL,2024,52,F,100000,NS,low risk,Agent
608,SPWL,2024,53,F,100000,NS,low risk,Agent
609,SPWL,2024,54,F,100000,NS,low risk,Agent
610,SPWL,2024,55,F,100000,NS,low risk,Agent
611,SPWL,2024,56,F,100000,NS,low risk,Agent
612,SPWL,2024,57,F,100000,NS,low risk,Agent
613,SPWL,2024,58,F,100000,NS,low risk,Agent
614,SPWL,2024,59,F,100000,NS,low risk,Agent
615,SPWL,2024,60,F,100000,NS,low risk,Agent
616,SPWL,2024,61,F,100000,NS,low risk,Agent
617,SPWL,2024,62,F,100000,NS,low risk,Agent
618,SPWL,2024,63,F,100000,NS,low risk,Agent
619,SPWL,2024,64,F,100000,NS,low risk,Agent
620,SPWL,2024,65,F,100000,NS,low risk,Agent
621,SPWL,2024,35,F,100000,NS,low risk,Agent
622,SPWL,2024,36,F,100000,NS,low risk,Agent
623,SPWL,2024,37,F,100000,NS,low risk,Agent
624,SPWL,2024,38,F,100000,NS,low risk,Agent
625,SPWL,2024,39,F,100000,NS,low risk,Agent
626,SPWL,2024,40,F,100000,NS,low risk,Agent
627,SPWL,2024,41,F,100000,NS,low risk,Agent
628,SPWL,2024,42,F,100000,NS,low risk,Agent
629,SPWL,2024,43,F,100000,NS,low risk,Agent
630,SPWL,2024,44,F,100000,NS,low risk,Agent
631,SPWL,2024,45,F,100000,NS,low risk,Agent
632,SPWL,2024,46,F,100000,NS,low risk,Agent
633,SPWL,2024,47,F,100000,NS,low risk,Agent
634,SPWL,2024,48,F,100000,NS,low risk,Agent
635,SPWL,2024,49,F,100000,NS,low risk,Agent
636,SPWL,2024,50,F,100000,NS,low risk,Agent
637,SPWL,2024,51,F,100000,NS,low risk,Agent
638,SPWL,2024,52,F,100000,NS,low risk,Agent
639,SPWL,2024,53,F,100000,NS,low risk,Agent
640,SPWL,2024,54,F,100000,NS,low risk,Agent
641,SPWL,2024,55,F,100000,NS,low risk,Agent
642,SPWL,2024,56,F,100000,NS,low risk,Agent
643,SPWL,2024,57,F,100000,NS,low risk,Agent
644,SPWL,2024,58,F,100000,NS,low risk,Agent
645,SPWL,2024,59,F,100000,NS,low risk,Agent
646,SPWL,2024,60,F,100000,NS,low risk,Agent
647,SPWL,2024,61,F,100000,NS,low risk,Agent
648,SPWL,2024,62,F,100000,NS,low risk,Agent
649,SPWL,2024,63,F,100000,NS,low risk,Agent
650,SPWL,2024,64,F,100000,NS,low risk,Agent
651,SPWL,2024,65,F,100000,NS,low risk,Agent
652,SPWL,2024,35,F,100000,NS,low risk,Agent
653,SPWL,2024,36,F,100000,NS,low risk,Agent
654,SPWL,2024,37,F,100000,NS,low risk,Agent
655,SPWL,2024,38,F,100000,NS,low risk,Agent
656,SPWL,2024,39,F,100000,NS,low risk,Agent
657,SPWL,2024,40,F,100000,NS,low risk,Agent
658,SPWL,2024,41,F,100000,NS,low risk,Agent
659,SPWL,2024,42,F,100000,NS,low risk,Agent
660,SPWL,2024,43,F,100000,NS,low risk,Agent
661,SPWL,2024,44,F,100000,NS,low risk,Agent
662,SPWL,2024,45,F,100000,NS,low risk,Agent
663,SPWL,2024,46,F,100000,NS,low risk,Agent
664,SPWL,2024,47,F,100000,NS,low risk,Agent
665,SPWL,2024,48,F,100000,NS,low risk,Agent
666,SPWL,2024,49,F,100000,NS,low risk,Agent
667,SPWL,2024,50,F,100000,NS,low risk,Agent
668,SPWL,2024,51,F,100000,NS,low risk,Agent
669,SPWL,2024,52,F,100000,NS,low risk,Agent
670,SPWL,2024,53,F,100000,NS,low risk,Agent
671,SPWL,2024,54,F,100000,NS,low risk,Agent
672,SPWL,2024,55,F,100000,NS,low risk,Agent
673,SPWL,2024,56,F,100000,NS,low risk,Agent
674,SPWL,2024,57,F,100000,NS,low risk,Agent
675,SPWL,2024,58,F,100000,NS,low risk,Agent
676,SPWL,2024,59,F,100000,NS,low risk,Agent
677,SPWL,2024,60,F,100000,NS,low risk,Agent
678,SPWL,2024,61,F,100000,NS,low risk,Agent
679,SPWL,2024,62,F,100000,NS,low risk,Agent
680,SPWL,2024,63,F,100000,NS,low risk,Agent
681,SPWL,2024,64,F,100000,NS,low risk,Agent
682,SPWL,2024,65,F,100000,NS,low risk,Agent
683,SPWL,2024,35,F,100000,NS,low risk,Agent
684,SPWL,2024,36,F,100000,NS,low risk,Agent
685,SPWL,2024,37,F,100000,NS,low risk,Agent
686,SPWL,2024,38,F,100000,NS,low risk,Agent
687,SPWL,2024,39,F,100000,NS,low risk,Agent
688,SPWL,2024,40,F,100000,NS,low risk,Agent
689,SPWL,2024,41,F,100000,NS,low risk,Agent
690,SPWL,2024,42,F,100000,NS,low risk,Agent
691,SPWL,2024,43,F,100000,NS,low risk,Agent
692,SPWL,2024,44,F,100000,NS,low risk,Agent
693,SPWL,2024,45,F,100000,NS,low risk,Agent
694,SPWL,2024,46,F,100000,NS,low risk,Agent
695,SPWL,2024,47,F,100000,NS,low risk,Agent
696,SPWL,2024,48,F,100000,NS,low risk,Agent
697,SPWL,2024,49,F,100000,NS,low risk,Agent
698,SPWL,2024,50,F,100000,NS,low risk,Agent
699,SPWL,2024,51,F,100000,NS,low risk,Agent
700,SPWL,2024,52,F,100000,NS,low risk,Agent
701,SPWL,2024,53,F,100000,NS,low risk,Agent
702,SPWL,2024,54,F,100000,NS,low risk,Agent
703,SPWL,2024,55,F,100000,NS,low risk,Agent
704,SPWL,2024,56,F,100000,NS,low risk,Agent
705,SPWL,2024,57,F,100000,NS,low risk,Agent
706,SPWL,2024,58,F,100000,NS,low risk,Agent
707,SPWL,2024,59,F,100000,NS,low risk,Agent
708,SPWL,2024,60,F,100000,NS,low risk,Agent
709,SPWL,2024,61,F,100000,NS,low risk,Agent
710,SPWL,2024,62,F,100000,NS,low risk,Agent
711,SPWL,2024,63,F,100000,NS,low risk,Agent
712,SPWL,2024,64,F,100000,NS,low risk,Agent
713,SPWL,2024,65,F,100000,NS,low risk,Agent
714,SPWL,2024,35,F,100000,NS,low risk,Agent
715,SPWL,2024,36,F,100000,NS,low risk,Agent
716,SPWL,2024,37,F,100000,NS,low risk,Agent
717,SPWL,2024,38,F,100000,NS,low risk,Agent
718,SPWL,2024,39,F,100000,NS,low risk,Agent
719,SPWL,2024,40,F,100000,NS,low risk,Agent
720,SPWL,2024,41,F,100000,NS,low risk,Agent
721,SPWL,2024,42,F,100000,NS,low risk,Agent
722,SPWL,2024,43,F,100000,NS,low risk,Agent
723,SPWL,2024,44,F,100000,NS,low risk,Agent
724,SPWL,2024,45,F,100000,NS,low risk,Agent
725,SPWL,2024,46,F,100000,NS,low risk,Agent
726,SPWL,2024,47,F,100000,NS,low risk,Agent
727,SPWL,2024,48,F,100000,NS,low risk,Agent
728,SPWL,2024,49,F,100000,NS,low risk,Agent
729,SPWL,2024,50,F,100000,NS,low risk,Agent
730,SPWL,2024,51,F,100000,NS,low risk,Agent
731,SPWL,2024,52,F,100000,NS,low risk,Agent
732,SPWL,2024,53,F,100000,NS,low risk,Agent
733,SPWL,2024,54,F,100000,NS,low risk,Agent
734,SPWL,2024,55,F,100000,NS,low risk,Agent
735,SPWL,2024,56,F,100000,NS,low risk,Agent
736,SPWL,2024,57,F,100000,NS,low risk,Agent
737,SPWL,2024,58,F,100000,NS,low risk,Agent
738,SPWL,2024,59,F,100000,NS,low risk,Agent
739,SPWL,2024,60,F,100000,NS,low risk,Agent
740,SPWL,2024,61,F,100000,NS,low risk,Agent
741,SPWL,2024,62,F,100000,NS,low risk,Agent
742,SPWL,2024,63,F,100000,NS,low risk,Agent
743,SPWL,2024,64,F,100000,NS,low risk,Agent
744,SPWL,2024,65,F,100000,NS,low risk,Agent
745,SPWL,2024,35,F,100000,NS,low risk,Agent
746,SPWL,2024,36,F,100000,NS,low risk,Agent
747,SPWL,2024,37,F,100000,NS,low risk,Agent
748,SPWL,2024,38,F,100000,NS,low risk,Agent
749,SPWL,2024,39,F,100000,NS,low risk,Agent
750,SPWL,2024,40,F,100000,NS,low risk,Agent
751,SPWL,2024,41,F,100000,NS,low risk,Agent
752,SPWL,2024,42,F,100000,NS,low risk,Agent
753,SPWL,2024,43,F,100000,NS,low risk,Agent
754,SPWL,2024,44,F,100000,NS,low risk,Agent
755,SPWL,2024,45,F,100000,NS,low risk,Agent
756,SPWL,2024,46,F,100000,NS,low risk,Agent
757,SPWL,2024,47,F,100000,NS,low risk,Agent
758,SPWL,2024,48,F,100000,NS,low risk,Agent
759,SPWL,2024,49,F,100000,NS,low risk,Agent
760,SPWL,2024,50,F,100000,NS,low risk,Agent
761,SPWL,2024,51,F,100000,NS,low risk,Agent
762,SPWL,2024,52,F,100000,NS,low risk,Agent
763,SPWL,2024,53,F,100000,NS,low risk,Agent
764,SPWL,2024,54,F,100000,NS,low risk,Agent
765,SPWL,2024,55,F,100000,NS,low risk,Agent
766,SPWL,2024,56,F,100000,NS,low risk,Agent
767,SPWL,2024,57,F,100000,NS,low risk,Agent
768,SPWL,2024,58,F,100000,NS,low risk,Agent
769,SPWL,2024,59,F,100000,NS,low risk,Agent
770,SPWL,2024,60,F,100000,NS,low risk,Agent
771,SPWL,2024,61,F,100000,NS,low risk,Agent
772,SPWL,2024,62,F,100000,NS,low risk,Agent
773,SPWL,2024,63,F,100000,NS,low risk,Agent
774,SPWL,2024,64,F,100000,NS,low risk,Agent
775,SPWL,2024,65,F,100000,NS,low risk,Agent
776,SPWL,2024,35,F,100000,NS,low risk,Agent
777,SPWL,2024,36,F,100000,NS,low risk,Agent
778,SPWL,2024,37,F,100000,NS,low risk,Agent
779,SPWL,2024,38,F,100000,NS,low risk,Agent
780,SPWL,2024,39,F,100000,NS,low risk,Agent
781,SPWL,2024,40,F,100000,NS,low risk,Agent
782,SPWL,2024,41,F,100000,NS,low risk,Agent
783,SPWL,2024,42,F,100000,NS,low risk,Agent
784,SPWL,2024,43,F,100000,NS,low risk,Agent
785,SPWL,2024,44,F,100000,NS,low risk,Agent
786,SPWL,2024,45,F,100000,NS,low risk,Agent
787,SPWL,2024,46,F,100000,NS,low risk,Agent
788,SPWL,2024,47,F,100000,NS,low risk,Agent
789,SPWL,2024,48,F,100000,NS,low risk,Agent
790,SPWL,2024,49,F,100000,NS,low risk,Agent
791,SPWL,2024,50,F,100000,NS,low risk,Agent
792,SPWL,2024,51,F,100000,NS,low risk,Agent
793,SPWL,2024,52,F,100000,NS,low risk,Agent
794,SPWL,2024,53,F,100000,NS,low risk,Agent
795,SPWL,2024,54,F,100000,NS,low risk,Agent
796,SPWL,2024,55,F,100000,NS,low risk,Agent
797,SPWL,2024,56,F,100000,NS,low risk,Agent
798,SPWL,2024,57,F,100000,NS,low risk,Agent
799,SPWL,2024,58,F,100000,NS,low risk,Agent
800,SPWL,2024,59,F,100000,NS,low risk,Agent
801,SPWL,2024,60,F,100000,NS,low risk,Agent
802,SPWL,2024,61,F,100000,NS,low risk,Agent
803,SPWL,2024,62,F,100000,NS,low risk,Agent
804,SPWL,2024,63,F,100000,NS,low risk,Agent
805,SPWL,2024,64,F,100000,NS,low risk,Agent
806,SPWL,2024,65,F,100000,NS,low risk,Agent
807,SPWL,2024,35,F,100000,NS,low risk,Agent
808,SPWL,2024,36,F,100000,NS,low risk,Agent
809,SPWL,2024,37,F,100000,NS,low risk,Agent
810,SPWL,2024,38,F,100000,NS,low risk,Agent
811,SPWL,2024,39,F,100000,NS,low risk,Agent
812,SPWL,2024,40,F,100000,NS,low risk,Agent
813,SPWL,2024,41,F,100000,NS,low risk,Agent
814,SPWL,2024,42,F,100000,NS,low risk,Agent
815,SPWL,2024,43,F,100000,NS,low risk,Agent
816,SPWL,2024,44,F,100000,NS,low risk,Agent
817,SPWL,2024,45,F,100000,NS,low risk,Agent
818,SPWL,2024,46,F,100000,NS,low risk,Agent
819,SPWL,2024,47,F,100000,NS,low risk,Agent
820,SPWL,2024,48,F,100000,NS,low risk,Agent
821,SPWL,2024,49,F,100000,NS,low risk,Agent
822,SPWL,2024,50,F,100000,NS,low risk,Agent
823,SPWL,2024,51,F,100000,NS,low risk,Agent
824,SPWL,2024,52,F,100000,NS,low risk,Agent
825,SPWL,2024,53,F,100000,NS,low risk,Agent
826,SPWL,2024,54,F,100000,NS,low risk,Agent
827,SPWL,2024,55,F,100000,NS,low risk,Agent
828,SPWL,2024,56,F,100000,NS,low risk,Agent
829,SPWL,2024,57,F,100000,NS,low risk,Agent
830,SPWL,2024,58,F,100000,NS,low risk,Agent
831,SPWL,2024,59,F,100000,NS,low risk,Agent
832,SPWL,2024,60,F,100000,NS,low risk,Agent
833,SPWL,2024,61,F,100000,NS,low risk,Agent
834,SPWL,2024,62,F,100000,NS,low risk,Agent
835,SPWL,2024,63,F,100000,NS,low risk,Agent
836,SPWL,2024,64,F,100000,NS,low risk,Agent
837,SPWL,2024,65,F,100000,NS,low risk,Agent
838,SPWL,2024,35,F,100000,NS,low risk,Agent
839,SPWL,2024,36,F,100000,NS,low risk,Agent
840,SPWL,2024,37,F,100000,NS,low risk,Agent
841,SPWL,2024,38,F,100000,NS,low risk,Agent
842,SPWL,2024,39,F,100000,NS,low risk,Agent
843,SPWL,2024,40,F,100000,NS,low risk,Agent
844,SPWL,2024,41,F,100000,NS,low risk,Agent
845,SPWL,2024,42,F,100000,NS,low risk,Agent
846,SPWL,2024,43,F,100000,NS,low risk,Agent
847,SPWL,2024,44,F,100000,NS,low risk,Agent
848,SPWL,2024,45,F,100000,NS,low risk,Agent
849,SPWL,2024,46,F,100000,NS,low risk,Agent
850,SPWL,2024,47,F,100000,NS,low risk,Agent
851,SPWL,2024,48,F,100000,NS,low risk,Agent
852,SPWL,2024,49,F,100000,NS,low risk,Agent
853,SPWL,2024,50,F,100000,NS,low risk,Agent
854,SPWL,2024,51,F,100000,NS,low risk,Agent
855,SPWL,2024,52,F,100000,NS,low risk,Agent
856,SPWL,2024,53,F,100000,NS,low risk,Agent
857,SPWL,2024,54,F,100000,NS,low risk,Agent
858,SPWL,2024,55,F,100000,NS,low risk,Agent
859,SPWL,2024,56,F,100000,NS,low risk,Agent
860,SPWL,2024,57,F,100000,NS,low risk,Agent
861,SPWL,2024,58,F,100000,NS,low risk,Agent
862,SPWL,2024,59,F,100000,NS,low risk,Agent
863,SPWL,2024,60,F,100000,NS,low risk,Agent
864,SPWL,2024,61,F,100000,NS,low risk,Agent
865,SPWL,2024,62,F,100000,NS,low risk,Agent
866,SPWL,2024,63,F,100000,NS,low risk,Agent
867,SPWL,2024,64,F,100000,NS,low risk,Agent
868,SPWL,2024,65,F,100000,NS,low risk,Agent
869,SPWL,2024,35,F,100000,NS,low risk,Agent
870,SPWL,2024,36,F,100000,NS,low risk,Agent
871,SPWL,2024,37,F,100000,NS,low risk,Agent
872,SPWL,2024,38,F,100000,NS,low risk,Agent
873,SPWL,2024,39,F,100000,NS,low risk,Agent
874,SPWL,2024,40,F,100000,NS,low risk,Agent
875,SPWL,2024,41,F,100000,NS,low risk,Agent
876,SPWL,2024,42,F,100000,NS,low risk,Agent
877,SPWL,2024,43,F,100000,NS,low risk,Agent
878,SPWL,2024,44,F,100000,NS,low risk,Agent
879,SPWL,2024,45,F,100000,NS,low risk,Agent
880,SPWL,2024,46,F,100000,NS,low risk,Agent
881,SPWL,2024,47,F,100000,NS,low risk,Agent
882,SPWL,2024,48,F,100000,NS,low risk,Agent
883,SPWL,2024,49,F,100000,NS,low risk,Agent
884,SPWL,2024,50,F,100000,NS,low risk,Agent
885,SPWL,2024,51,F,100000,NS,low risk,Agent
886,SPWL,2024,52,F,100000,NS,low risk,Agent
887,SPWL,2024,53,F,100000,NS,low risk,Agent
888,SPWL,2024,54,F,100000,NS,low risk,Agent
889,SPWL,2024,55,F,100000,NS,low risk,Agent
890,SPWL,2024,56,F,100000,NS,low risk,Agent
891,SPWL,2024,57,F,100000,NS,low risk,Agent
892,SPWL,2024,58,F,100000,NS,low risk,Agent
893,SPWL,2024,59,F,100000,NS,low risk,Agent
894,SPWL,2024,60,F,100000,NS,low risk,Agent
895,SPWL,2024,61,F,100000,NS,low risk,Agent
896,SPWL,2024,62,F,100000,NS,low risk,Agent
897,SPWL,2024,63,F,100000,NS,low risk,Agent
898,SPWL,2024,64,F,100000,NS,low risk,Agent
899,SPWL,2024,65,F,100000,NS,low risk,Agent
900,SPWL,2024,35,F,100000,NS,low risk,Agent
901,SPWL,2024,36,F,100000,NS,low risk,Agent
902,SPWL,2024,37,F,100000,NS,low risk,Agent
903,SPWL,2024,38,F,100000,NS,low risk,Agent
904,SPWL,2024,39,F,100000,NS,low risk,Agent
905,SPWL,2024,40,F,100000,NS,low risk,Agent
906,SPWL,2024,41,F,100000,NS,low risk,Agent
907,SPWL,2024,42,F,100000,NS,low risk,Agent
908,SPWL,2024,43,F,100000,NS,low risk,Agent
909,SPWL,2024,44,F,100000,NS,low risk,Agent
910,SPWL,2024,45,F,100000,NS,low risk,Agent
911,SPWL,2024,46,F,100000,NS,low risk,Agent
912,SPWL,2024,47,F,100000,NS,low risk,Agent
913,SPWL,2024,48,F,100000,NS,low risk,Agent
914,SPWL,2024,49,F,100000,NS,low risk,Agent
915,SPWL,2024,50,F,100000,NS,low risk,Agent
916,SPWL,2024,51,F,100000,NS,low risk,Agent
917,SPWL,2024,52,F,100000,NS,low risk,Agent
918,SPWL,2024,53,F,100000,NS,low risk,Agent
919,SPWL,2024,54,F,100000,NS,low risk,Agent
920,SPWL,2024,55,F,100000,NS,low risk,Agent
921,SPWL,2024,56,F,100000,NS,low risk,Agent
922,SPWL,2024,57,F,100000,NS,low risk,Agent
